20	100
Processing times: 
18	66	91	16	83	67	66	15	20	78	76	84	1	76	57	44	17	94	31	34
90	80	56	61	49	92	27	40	27	38	7	32	99	91	18	26	61	94	74	62
34	82	5	17	92	38	61	9	91	99	25	20	13	25	22	87	73	19	91	24
90	59	79	85	77	25	84	41	58	50	48	73	30	98	92	60	69	68	13	10
19	42	93	38	68	63	17	62	72	1	44	29	87	52	2	41	70	99	18	44
58	34	80	17	60	34	93	3	65	63	31	31	13	73	6	2	39	32	6	64
72	45	65	4	79	58	62	85	58	36	4	15	21	96	22	21	43	91	7	50
59	11	4	70	48	90	6	43	31	85	32	1	21	60	49	21	88	42	92	3
69	12	5	33	39	22	84	11	22	42	16	52	22	39	89	26	99	15	13	35
47	2	95	66	74	67	52	58	65	57	69	78	5	1	24	83	70	44	38	35
34	34	6	62	6	71	88	3	56	80	65	87	15	61	56	67	4	75	96	37
9	29	77	77	80	43	51	23	55	8	78	31	85	42	27	43	54	28	93	76
21	87	2	22	75	49	17	25	57	74	46	66	39	83	21	94	85	7	91	55
18	65	11	58	8	12	77	39	63	25	49	67	84	8	1	73	25	42	57	42
26	68	53	30	92	34	99	50	35	11	11	58	32	64	40	24	1	70	38	88
45	66	50	87	77	38	78	87	86	62	69	7	23	82	28	70	42	93	55	35
50	9	52	21	99	89	21	44	5	49	82	58	62	50	22	98	38	61	53	74
60	87	12	46	26	17	52	27	60	51	75	74	6	3	13	63	67	8	57	30
75	81	49	6	47	43	34	41	83	23	74	80	14	46	55	67	20	30	45	68
9	16	43	31	22	93	13	81	5	23	51	30	61	5	17	26	36	76	76	34
25	57	51	51	22	91	32	22	7	99	61	7	67	87	95	79	19	37	92	23
57	23	99	45	47	59	53	68	68	55	19	76	30	87	55	77	12	40	30	76
96	25	83	41	76	45	23	65	73	35	4	47	60	74	94	51	50	82	84	11
89	76	15	68	81	81	55	56	78	46	92	15	5	12	49	60	94	12	33	47
56	14	80	11	50	51	83	65	87	50	78	6	18	40	43	87	74	76	73	51
63	55	49	52	66	27	66	1	83	23	49	95	48	26	56	20	7	6	43	52
29	90	83	33	91	45	71	49	90	72	79	56	65	11	74	36	76	1	2	74
89	18	73	45	37	44	25	86	66	19	76	31	44	12	54	73	42	1	91	31
73	19	97	50	74	30	4	69	44	98	19	2	90	34	46	76	81	76	40	50
4	60	5	19	49	26	18	96	37	55	83	72	76	38	95	98	65	74	80	97
16	64	20	58	99	4	9	59	29	26	23	10	15	21	19	98	77	80	76	25
51	33	14	63	46	6	53	27	99	87	15	77	66	3	51	3	9	34	77	54
67	98	57	74	47	12	92	30	45	39	36	12	86	88	15	89	96	69	43	72
84	67	30	69	6	87	58	37	87	12	90	38	47	99	8	30	48	30	7	98
92	74	8	86	36	78	6	2	42	14	72	94	83	4	50	90	80	27	45	71
78	41	17	86	83	71	54	80	68	16	88	40	88	11	9	54	3	24	81	18
72	64	68	46	29	92	74	68	12	68	87	80	81	44	76	9	26	31	37	82
44	53	86	67	4	14	47	19	50	68	65	22	97	11	34	75	11	14	78	80
63	48	63	43	9	82	13	48	3	69	47	3	56	32	41	10	48	16	98	59
42	91	11	37	97	40	35	96	95	26	80	61	69	16	59	65	3	5	85	48
3	22	12	63	20	83	56	76	47	9	42	35	23	11	20	28	51	78	35	57
13	76	20	67	6	19	74	1	13	48	44	12	46	94	26	43	37	73	48	29
25	49	51	36	50	15	66	17	43	53	3	47	12	74	8	65	29	8	18	36
33	14	95	48	68	24	87	43	10	40	32	43	66	42	29	20	28	39	77	41
73	66	67	67	72	63	81	84	7	52	9	9	35	11	37	55	96	84	97	32
67	28	85	58	51	41	64	40	54	31	47	16	43	59	67	33	15	91	9	52
29	62	23	60	68	20	20	32	50	9	22	56	94	27	41	77	19	54	87	96
69	66	86	43	52	39	27	63	5	70	2	10	2	13	44	92	71	14	4	35
65	78	26	29	76	20	64	33	91	47	89	49	50	41	61	22	99	32	12	43
78	84	81	62	42	11	65	83	75	12	46	46	61	98	49	35	39	27	23	56
49	37	37	95	91	68	8	18	54	23	94	62	66	3	21	62	72	28	91	83
21	73	45	22	89	4	4	1	71	44	35	99	49	19	25	77	14	90	19	85
76	8	68	13	98	88	50	17	73	18	22	63	73	56	61	25	71	15	50	23
1	99	64	51	77	12	26	27	31	23	90	65	16	91	47	35	39	9	64	91
5	42	3	15	74	45	34	49	45	54	86	28	6	77	76	59	63	21	50	93
26	94	33	20	27	83	55	93	41	62	6	33	47	84	25	5	8	14	26	96
90	99	19	74	15	82	55	91	53	8	19	9	60	10	5	37	95	19	63	57
40	19	3	44	30	84	49	22	15	93	8	90	48	87	34	42	78	76	82	7
47	4	35	15	32	64	75	63	97	51	65	41	46	64	21	50	3	40	35	65
89	23	9	7	8	77	94	82	32	93	4	73	94	66	82	28	38	44	26	5
30	68	69	57	82	75	10	37	35	95	86	25	62	81	75	59	96	84	81	99
91	61	44	11	21	14	62	16	36	51	56	77	79	53	37	48	28	61	52	72
51	18	9	6	53	72	48	72	64	49	57	42	80	92	9	6	84	58	50	79
67	16	5	30	12	11	26	74	36	23	50	13	59	37	79	68	20	66	87	52
52	4	6	27	35	46	82	2	59	71	84	15	40	77	78	2	62	72	79	71
76	25	40	15	83	39	66	79	78	30	18	29	56	27	44	78	1	69	34	18
51	89	99	54	99	76	11	92	4	25	66	41	92	36	55	32	47	1	45	91
81	87	28	15	43	4	67	12	95	4	66	59	34	9	25	2	6	87	85	35
6	11	50	84	62	94	2	97	52	4	92	44	51	23	80	35	16	46	5	67
62	97	52	99	83	53	57	8	69	37	72	95	61	76	72	54	15	91	50	36
43	33	24	84	29	32	30	42	79	58	46	7	89	71	91	9	70	40	33	22
31	23	36	37	80	6	57	86	52	1	95	68	87	18	56	28	66	88	45	20
68	14	43	90	44	21	28	97	98	48	95	84	70	38	92	56	55	53	15	21
91	56	97	46	18	64	94	99	81	62	56	53	98	32	51	24	26	81	24	26
99	46	22	25	12	28	29	87	36	38	42	35	30	57	85	97	2	49	83	28
13	93	59	3	51	74	84	83	74	89	70	45	59	54	1	60	78	59	46	91
47	35	25	54	50	31	72	84	69	90	55	64	89	10	51	81	58	47	36	13
82	84	25	16	91	78	78	48	72	47	60	36	27	42	34	35	85	33	70	57
4	97	59	96	31	72	46	47	56	64	51	77	73	67	81	2	78	22	48	9
90	21	81	42	63	98	84	29	54	91	75	90	1	89	6	42	2	12	33	66
80	88	57	30	94	95	58	89	47	17	24	98	62	91	49	65	34	91	94	13
41	94	9	95	77	87	90	86	21	13	60	36	22	71	18	15	32	14	11	54
47	18	93	57	74	2	58	69	10	41	80	3	72	60	34	60	34	32	33	89
88	31	27	88	48	27	5	49	8	67	23	48	24	89	73	76	87	55	17	63
10	83	87	46	31	79	28	15	31	83	42	40	43	60	5	62	48	28	13	74
73	77	94	16	89	48	93	25	76	4	70	66	31	63	70	91	39	67	3	5
62	93	38	65	81	45	56	69	77	4	8	66	16	6	76	79	24	96	80	38
95	26	84	96	91	63	48	39	28	48	83	74	84	2	76	45	98	70	88	68
10	96	66	79	94	8	19	9	8	74	1	30	93	91	11	57	76	75	87	40
17	98	75	57	1	61	72	82	60	87	94	49	64	83	42	63	29	67	99	76
6	92	9	60	24	20	78	46	16	52	78	30	3	63	13	68	73	55	94	65
21	93	18	34	82	51	49	70	51	58	57	80	45	69	50	94	10	2	71	40
17	78	56	76	36	26	87	74	35	39	32	82	84	95	41	43	50	41	46	53
67	62	71	12	23	81	65	40	59	66	78	21	48	69	4	95	68	36	19	51
97	84	87	95	26	14	72	24	86	6	45	29	19	92	80	11	52	77	89	75
20	85	48	70	31	14	81	21	57	98	9	23	16	46	44	16	41	17	80	13
68	30	86	54	80	78	16	89	71	97	80	69	38	77	3	30	61	82	88	85
97	46	49	77	27	96	82	63	21	83	51	77	80	88	7	97	73	58	36	2
