20	100
Processing times: 
20	91	69	81	73	74	69	81	38	13	96	60	67	32	66	47	89	78	91	54
55	49	77	5	20	56	19	99	50	17	87	77	97	22	88	64	27	30	78	42
72	27	5	96	82	80	25	51	4	62	49	83	13	25	62	96	36	42	57	2
68	15	7	7	84	63	45	75	31	31	37	2	35	19	34	52	38	91	63	11
91	37	61	43	91	13	4	28	60	75	7	96	55	22	47	36	8	15	88	22
74	86	57	31	28	87	72	90	2	14	6	41	1	42	27	63	71	90	71	44
59	56	57	30	46	13	47	11	17	36	24	65	14	85	8	55	77	56	51	74
56	68	49	20	35	97	11	58	5	78	52	20	74	40	27	47	8	70	69	44
60	96	86	60	50	64	69	69	57	47	89	13	41	51	47	83	24	29	97	58
23	85	48	68	3	25	6	84	20	53	40	58	79	77	16	14	49	88	29	60
70	91	41	36	78	93	93	99	36	82	11	70	62	39	62	11	78	14	55	73
23	38	14	9	68	29	92	74	84	47	92	16	10	88	4	24	19	41	36	50
7	22	93	82	67	11	16	98	19	82	34	53	8	98	2	67	35	72	41	24
56	69	99	62	38	45	44	35	6	35	84	8	25	27	8	67	46	77	39	73
15	24	33	45	55	44	21	71	67	37	29	48	20	1	27	83	15	75	26	13
69	97	21	97	98	47	55	9	22	14	48	51	52	30	25	48	90	78	55	20
59	51	16	48	83	61	75	44	51	64	36	94	65	47	86	30	29	7	99	1
62	75	48	85	11	24	99	60	23	94	65	28	22	26	56	24	20	43	77	59
6	71	40	44	32	73	83	62	89	10	78	30	35	19	82	48	77	75	86	88
34	24	46	15	7	96	49	33	76	85	42	92	28	11	53	82	53	20	26	85
31	10	19	83	10	77	95	57	49	67	34	21	27	43	56	93	47	80	28	78
55	46	33	46	50	24	66	30	88	26	79	32	67	24	20	67	4	8	4	31
15	30	96	50	73	42	56	67	16	37	28	14	12	17	12	89	90	92	92	42
98	2	61	9	48	69	65	8	82	64	61	5	21	97	63	85	18	39	91	64
70	51	89	76	77	6	22	29	5	36	54	31	6	87	84	3	5	88	35	89
56	80	14	28	14	6	6	79	84	23	76	38	28	98	98	38	57	27	62	94
92	26	24	18	30	11	62	38	52	3	86	17	2	50	87	10	37	42	30	5
48	89	99	49	54	57	32	86	75	64	99	60	71	52	74	18	13	59	26	59
26	38	98	29	29	53	50	7	81	78	85	26	27	52	7	94	86	54	51	17
95	25	71	16	64	23	77	29	90	55	83	18	42	78	33	12	28	97	61	7
1	54	42	78	15	71	69	10	67	27	82	59	93	87	55	61	70	58	86	7
42	71	94	73	58	22	42	13	56	74	12	26	70	91	68	1	2	12	91	53
